class_label,k,support,support_frac,items,items_readable
amenity:bank,3,14,0.304348,tag:amenity=bank|اسلام|بینک,"tag:amenity=bank, اسلام, بینک"
amenity:bank,3,14,0.304348,آباد|اسلام_آباد|بینک,"آباد, اسلام_آباد, بینک"
amenity:bank,3,14,0.304348,آباد|اسلام|بینک,"آباد, اسلام, بینک"
amenity:bank,3,14,0.304348,اسلام|اسلام_آباد|بینک,"اسلام, اسلام_آباد, بینک"
amenity:bank,3,10,0.217391,amenity_bank|bank_islamabad|بینک_amenity,"amenity_bank, bank_islamabad, بینک_amenity"
amenity:bank,3,10,0.217391,amenity_bank|bank|بینک_amenity,"amenity_bank, bank, بینک_amenity"
amenity:bank,3,10,0.217391,amenity_bank|islamabad|بینک_amenity,"amenity_bank, islamabad, بینک_amenity"
amenity:bank,3,10,0.217391,amenity_bank|tag:amenity=bank|بینک_amenity,"amenity_bank, tag:amenity=bank, بینک_amenity"
amenity:bank,3,10,0.217391,amenity_bank|بینک|بینک_amenity,"amenity_bank, بینک, بینک_amenity"
amenity:bank,3,10,0.217391,amenity|amenity_bank|بینک_amenity,"amenity, amenity_bank, بینک_amenity"
amenity:bank,3,10,0.217391,amenity|bank_islamabad|بینک_amenity,"amenity, bank_islamabad, بینک_amenity"
amenity:bank,3,10,0.217391,amenity|bank|بینک_amenity,"amenity, bank, بینک_amenity"
amenity:bank,3,10,0.217391,amenity|islamabad|بینک_amenity,"amenity, islamabad, بینک_amenity"
amenity:bank,3,10,0.217391,amenity|tag:amenity=bank|بینک_amenity,"amenity, tag:amenity=bank, بینک_amenity"
amenity:bank,3,10,0.217391,amenity|بینک|بینک_amenity,"amenity, بینک, بینک_amenity"
amenity:bank,3,10,0.217391,bank_islamabad|islamabad|بینک_amenity,"bank_islamabad, islamabad, بینک_amenity"
amenity:bank,3,10,0.217391,bank_islamabad|tag:amenity=bank|بینک_amenity,"bank_islamabad, tag:amenity=bank, بینک_amenity"
amenity:bank,3,10,0.217391,bank_islamabad|بینک|بینک_amenity,"bank_islamabad, بینک, بینک_amenity"
amenity:bank,3,10,0.217391,bank|bank_islamabad|بینک_amenity,"bank, bank_islamabad, بینک_amenity"
amenity:bank,3,10,0.217391,bank|islamabad|بینک_amenity,"bank, islamabad, بینک_amenity"
amenity:bank,3,10,0.217391,bank|tag:amenity=bank|بینک_amenity,"bank, tag:amenity=bank, بینک_amenity"
amenity:bank,3,10,0.217391,bank|بینک|بینک_amenity,"bank, بینک, بینک_amenity"
amenity:bank,3,10,0.217391,islamabad|tag:amenity=bank|بینک_amenity,"islamabad, tag:amenity=bank, بینک_amenity"
amenity:bank,3,10,0.217391,islamabad|بینک|بینک_amenity,"islamabad, بینک, بینک_amenity"
amenity:bank,3,10,0.217391,tag:amenity=bank|بینک|بینک_amenity,"tag:amenity=bank, بینک, بینک_amenity"
amenity:bank,3,8,0.173913,amenity_bank|bank_amenity|bank_islamabad,"amenity_bank, bank_amenity, bank_islamabad"
