osm_id,city,text_baseline
7284590738,Islamabad,
1042607910,Islamabad,
1336412281,Islamabad,
1414264885,Islamabad,
1414264899,Islamabad,
1414324523,Islamabad,
4101813791,Islamabad,
4273565393,Islamabad,
4407964439,Islamabad,
6268112485,Islamabad,
6424242986,Islamabad,
6429355912,Islamabad,
6441485585,Islamabad,
7256367285,Islamabad,
7297242785,Islamabad,
8022712685,Islamabad,
11361639808,Islamabad,
12056081581,Islamabad,
1420080267,Islamabad,
2944484964,Islamabad,
4595754088,Islamabad,
5353830541,Islamabad,
6185441885,Islamabad,
7284589116,Islamabad,
8572312617,Islamabad,
243531194,Islamabad,
254767279,Islamabad,
2640862163,Islamabad,
2640862164,Islamabad,
4901633342,Islamabad,
4901633343,Islamabad,
9160047665,Islamabad,
10827084436,Islamabad,
2622182420,Islamabad,
2461413115,Islamabad,
2461391685,Islamabad,
